name,lat,lon,difficulty,national_park
Lynn Camp Prong and Appalachian Trail Loop,35.61869,-83.67,5,Great Smoky Mountains National Park
"Anthony Creek Trail, Russell Field Trail, Appalachian Trail, and Bote Mountain Trail Loop",35.60495,-83.77,5,Great Smoky Mountains National Park
Newfound Gap Overlook to Campsite 49 via Appalachian Trail,35.61101,-83.4249,3,Great Smoky Mountains National Park
Newfound Gap Loop via Goshen Prong to Sugarland Mountain,35.61123,-83.4252,5,Great Smoky Mountains National Park
Beard Cane Trail,35.64563,-83.8054,5,Great Smoky Mountains National Park
Appalachian Trail: Mount Cammerer to Clingmans Dome,35.77038,-83.1113,5,Great Smoky Mountains National Park
Snake Den Ridge Trail to Low Den Gap Trail Loop,35.7559,-83.207,5,Great Smoky Mountains National Park
Tremont Thunderhead Prong Trail,35.61756,-83.6696,5,Great Smoky Mountains National Park
Cat Stairs,35.70277,-83.3578,3,Great Smoky Mountains National Park
Mount Guyot via Maddron Bald,35.76926,-83.2668,5,Great Smoky Mountains National Park
Peregrine Peak and Rainbow Falls via Alum Cave Trail,35.62955,-83.4515,5,Great Smoky Mountains National Park
Laurel Falls via Little Greenbrier Trail,35.69409,-83.646,5,Great Smoky Mountains National Park
"Trillium Gap, Grotto Falls, Brushy Mountain,  Bull Head Trail Loop",35.67578,-83.4858,5,Great Smoky Mountains National Park
"Anthony Creek, Bote Mountain, Eagle Creek, and Lakeshore to Hazel Creek",35.60569,-83.7762,5,Great Smoky Mountains National Park
Hannah Mountain Trail,35.54287,-83.894,3,Great Smoky Mountains National Park
Elkmont to Fontana Lake,35.65366,-83.5802,5,Great Smoky Mountains National Park
Anthony Creek and Middle Prong Trail,35.60296,-83.7668,5,Great Smoky Mountains National Park
Mount Collins via Little River Trail and Sugarland Mountain Trail,35.65366,-83.5802,5,Great Smoky Mountains National Park
Cucumber Gap and Huskey Branch Falls via Jake's Creek Trail,35.65245,-83.5813,3,Great Smoky Mountains National Park
Mt. Cammerer Backpacking Loop,35.75632,-83.2083,5,Great Smoky Mountains National Park
Turkeypen Ridge Trail to White Oak Sinks,35.60674,-83.7451,3,Great Smoky Mountains National Park
Gold Mine Trail,35.64568,-83.9097,1,Great Smoky Mountains National Park
"Anthony Creek, Bote Mountain and Crib Gap Loop",35.60412,-83.768,3,Great Smoky Mountains National Park
Crooked Arm Scott Mountain Trail,35.60654,-83.7772,5,Great Smoky Mountains National Park
Guadalupe Peak Texas Highpoint Trail,31.89666,-104.8281,5,Guadalupe Mountains National Park
Lost Mine Trail,29.2744,-103.2863,3,Big Bend National Park
South Rim Trail - Boot Springs Trail,29.26998,-103.3011,5,Big Bend National Park
The Window Trail,29.27021,-103.301,3,Big Bend National Park
Emory Peak Trail,29.27022,-103.3,5,Big Bend National Park
Santa Elena Canyon Trail,29.16735,-103.61,1,Big Bend National Park
Devil's Hall Trail,31.89668,-104.8281,3,Guadalupe Mountains National Park
Balanced Rock Trail,29.41042,-103.2076,1,Big Bend National Park
Boquillas Canyon Trail,29.20065,-102.9193,3,Big Bend National Park
McKittrick Canyon Trail,31.97778,-104.7523,3,Guadalupe Mountains National Park
Hot Springs Canyon Trail,29.18655,-102.9727,3,Big Bend National Park
Outer Mountain Loop,29.2164,-103.369,5,Big Bend National Park
Big Bend Hot Springs Trail,29.17748,-102.9992,1,Big Bend National Park
Smith Spring Trail,31.90662,-104.801,1,Guadalupe Mountains National Park
Emory Peak Loop via Pinnacles & Laguna Meadow,29.27048,-103.3016,5,Big Bend National Park
Window View Trail,29.27017,-103.3,1,Big Bend National Park
Laguna Meadow Trail,29.27064,-103.3009,3,Big Bend National Park
Pine Canyon Trail,29.26699,-103.2277,3,Big Bend National Park
Ernst Tinaja Trail,29.25105,-103.0234,1,Big Bend National Park
Cattail Falls,29.27977,-103.3684,3,Big Bend National Park
Ross Maxwell Scenic Drive,29.32203,-103.3832,1,Big Bend National Park
Hunter Peak,31.89671,-104.828,5,Guadalupe Mountains National Park
Basin Loop Trail,29.27032,-103.3017,1,Big Bend National Park
Lower Burro Mesa Pouroff Trail,29.23407,-103.407,1,Big Bend National Park
El Capitan Trail,31.89653,-104.8281,3,Guadalupe Mountains National Park
Marufo Vega Trail,29.19944,-102.9281,5,Big Bend National Park
Black Gap OHV Trail,29.17567,-103.1571,3,Big Bend National Park
Tuff Canyon Trail,29.14949,-103.4873,1,Big Bend National Park
Chimneys Trail,29.20576,-103.4234,3,Big Bend National Park
Pratt Lodge via McKittrick Canyon Trail,31.97719,-104.752,3,Guadalupe Mountains National Park
Basin Drive,29.33452,-103.2566,3,Big Bend National Park
Pinnacles Trail,29.27019,-103.3009,5,Big Bend National Park
Rio Grande Village Nature Trail,29.17926,-102.954,1,Big Bend National Park
"Blue Creek, Pinnacles, Juniper Canyon and Dodson Trail ",29.21641,-103.3692,5,Big Bend National Park
Devil's Hall Loop Trail,31.89653,-104.8279,3,Guadalupe Mountains National Park
Oak Spring Trail,29.28289,-103.3501,3,Big Bend National Park
Bush Mountain,31.89674,-104.828,5,Guadalupe Mountains National Park
Old Ore OHV Road,29.48783,-103.0981,3,Big Bend National Park
Devil's Den Trail,29.62241,-103.1426,3,Big Bend National Park
Mesa De Anguila Trail,29.2586,-103.7674,5,Big Bend National Park
Pine Springs to McKittrick Canyon,31.8963,-104.8278,3,Guadalupe Mountains National Park
Mule Ears - Smoky Creek Trail,29.16633,-103.4355,3,Big Bend National Park
Sam Nail Ranch Trail,29.2793,-103.3686,1,Big Bend National Park
The Tejas Trail,31.89658,-104.828,5,Guadalupe Mountains National Park
Old Maverick OHV Route,29.29385,-103.4949,1,Big Bend National Park
Blue Creek Trail,29.21642,-103.3692,5,Big Bend National Park
Tejas and Bear Canyon Loop to the Bowl Trail,31.89363,-104.8225,5,Guadalupe Mountains National Park
Upper Burro Mesa Pouroff,29.22948,-103.3777,1,Big Bend National Park
Rio Grande Village Drive,29.32833,-103.2058,1,Big Bend National Park
Permian Reef Trail,31.97782,-104.7523,5,Guadalupe Mountains National Park
The Pinery,31.89409,-104.822,1,Guadalupe Mountains National Park
The River Road OHV Trail,29.19042,-103.0158,3,Big Bend National Park
Fossil Bone Exhibit Trail,29.41904,-103.1375,1,Big Bend National Park
Glenn Spring OHV Trail,29.27066,-103.1509,3,Big Bend National Park
Dorgan Sublett Trail,29.15411,-103.5797,1,Big Bend National Park
Mule Ear Spring,29.16661,-103.435,1,Big Bend National Park
Dog Canyon Trail,29.61909,-103.1419,1,Big Bend National Park
Juniper Canyon Trail,29.22393,-103.2411,5,Big Bend National Park
The River Road: Lajitas to Presidio,29.32949,-103.5348,1,Big Bend National Park
Dodson Trail,29.21638,-103.3692,5,Big Bend National Park
Mariscal Canyon Rim Trail,28.98851,-103.1843,3,Big Bend National Park
Indian Head Trail,29.33277,-103.5068,1,Big Bend National Park
Bush Mountain Trail to Blue Ridge Loop,31.89664,-104.8282,5,Guadalupe Mountains National Park
Homer Wilson Trail,29.21659,-103.369,1,Big Bend National Park
Burro Spring Trail,29.23082,-103.4174,1,Big Bend National Park
Emory Peak - Northeast Rim - South Rim Loop,29.27465,-103.3011,5,Big Bend National Park
Guadalupe Pass: Salt Flat to McKittrick Canyon,31.74306,-105.0914,3,Guadalupe Mountains National Park
Ward Spring Trail,29.24867,-103.3722,3,Big Bend National Park
The Bowl and Hunter Peak via Frijole and Bear Canyon Trails,31.89618,-104.8276,5,Guadalupe Mountains National Park
Paint Gap Road,29.3585,-103.291,1,Big Bend National Park
Dagger Flat Auto OHV Trail,29.48388,-103.1319,1,Big Bend National Park
Manzanita Spring Trail,31.90778,-104.801,1,Guadalupe Mountains National Park
Chihuahuan Desert Nature Trail,29.27233,-103.1358,1,Big Bend National Park
Ore Terminal Trail,29.19937,-102.928,5,Big Bend National Park
Pine Springs Campground,31.8954,-104.8255,1,Guadalupe Mountains National Park
"Tejas Trail, Juniper Trail to the Bowl and Hunter Peak",31.89629,-104.8277,5,Guadalupe Mountains National Park
Panther Path,29.3282,-103.206,1,Big Bend National Park
River Road OHV Trail,29.14732,-103.491,3,Big Bend National Park
Rio Grande Overlook,29.20147,-102.9749,1,Big Bend National Park
McKittrock Canyon to Pine Springs,31.97727,-104.7522,3,Guadalupe Mountains National Park
Marcus Trail,31.99556,-104.832,5,Guadalupe Mountains National Park
McKittrick Ridge,31.99349,-104.834,5,Guadalupe Mountains National Park
Black Gap Wildlife Management Area Trail,29.5622,-102.9525,3,Big Bend National Park
Elephant Tusk Trail,29.12686,-103.2,5,Big Bend National Park
Terlingua Abaja Trail,29.19795,-103.6036,1,Big Bend National Park
Glenn Springs Trail,29.17311,-103.155,1,Big Bend National Park
Rooney's Place trail,29.09906,-103.0707,1,Big Bend National Park
Rancherias Canyon,29.33275,-104.0483,3,Big Bend National Park
Persimmon Gap Draw,29.66011,-103.173,3,Big Bend National Park
Cross Canyon Trail,29.04524,-103.1065,5,Big Bend National Park
Tejas Trail to Mckittrick Canyon,31.89671,-104.8284,5,Guadalupe Mountains National Park
Strawhouse Trail,29.19918,-102.9279,1,Big Bend National Park
Dominguez Spring Trail,29.04482,-103.2796,3,Big Bend National Park
Estufa Canyon to Banta Shut-In,29.31001,-103.164,5,Big Bend National Park
Angels Landing Trail,37.25928,-112.9516,5,Zion National Park
Delicate Arch Trail,38.73568,-109.52,3,Arches National Park
The Zion Narrows Riverside Walk,37.28524,-112.9476,1,Zion National Park
Navajo Loop and Queen's Garden Trail,37.62328,-112.167,3,Bryce Canyon National Park
Zion Canyon Overlook Trail,37.21324,-112.9405,3,Zion National Park
Devils Garden Loop Trail with 7 Arches,38.78271,-109.5942,5,Arches National Park
Fairyland Loop Trail,37.64927,-112.1471,3,Bryce Canyon National Park
The Watchman Trail,37.2009,-112.985,3,Zion National Park
Double Arch Trail,38.68831,-109.5383,1,Arches National Park
Mesa Arch Trail,38.38925,-109.8679,1,Canyonlands National Park
Peekaboo Loop Trail,37.60483,-112.157,3,Bryce Canyon National Park
The Subway Trail,37.2847,-113.0958,5,Zion National Park
Weeping Rock Trail,37.27096,-112.9386,1,Zion National Park
Zion Narrows Trail to Imlay Temple and Big Spring,37.28529,-112.9477,5,Zion National Park
Lower Emerald Pool Trail,37.25093,-112.9572,1,Zion National Park
Emerald Pools Trail,37.25214,-112.9561,1,Zion National Park
Navajo Loop Trail,37.62339,-112.1671,3,Bryce Canyon National Park
Hidden Canyon Trail,37.27089,-112.9384,3,Zion National Park
Hickman Bridge Trail,38.28875,-111.227,3,Capitol Reef National Park
Fiery Furnace and Surprise Arch,38.74325,-109.5658,3,Arches National Park
Grand View Point Trail,38.31073,-109.8565,1,Canyonlands National Park
Landscape Arch Trail,38.78304,-109.595,1,Arches National Park
Windows Loop and Turret Arch Trail,38.68714,-109.5366,1,Arches National Park
Wall Street and Queens Garden Loop Trail,37.63051,-112.1645,3,Bryce Canyon National Park
Sunset Point to Sunrise Point,37.62341,-112.1673,1,Bryce Canyon National Park
Mossy Cave Turret Arch and Little Windows Trail,37.6658,-112.1103,1,Bryce Canyon National Park
Cassidy Arch Trail,38.26375,-111.2156,3,Capitol Reef National Park
Queen Victoria via Queen's Garden Loop,37.63051,-112.1645,1,Bryce Canyon National Park
Balanced Rock Loop Trail,38.70169,-109.5659,1,Arches National Park
Zion National Park Scenic Drive,37.21787,-112.9742,1,Zion National Park
Chesler Park Loop Trail,38.14161,-109.8273,3,Canyonlands National Park
Park Avenue Trail,38.62458,-109.599,1,Arches National Park
Sand Dune Arch Trail,38.76475,-109.5834,1,Arches National Park
Wolfe Ranch and Petroglyph Trail,38.7356,-109.5206,1,Arches National Park
Middle Fork Taylor Creek Trail,37.4618,-113.1995,3,Zion National Park
False Kiva Trail,38.42317,-109.9086,3,Canyonlands National Park
Double O Arch Trail,38.78301,-109.5951,3,Arches National Park
Pa'rus Trail,37.20127,-112.9883,1,Zion National Park
Tower Bridge Trail,37.63163,-112.164,1,Bryce Canyon National Park
Arches National Park Driving Tour,38.61587,-109.6199,1,Arches National Park
Wall Street and Queens Garden Loop to Peekaboo Loop (Figure Eight Trail),37.62413,-112.1674,3,Bryce Canyon National Park
Lower Pine Creek Waterfall Trail,37.2166,-112.9654,3,Zion National Park
East Mesa Trail to Observation Point,37.297,-112.9003,3,Zion National Park
Many Pools Trail,37.2219,-112.9149,3,Zion National Park
Bryce Canyon Rim Trail,37.64924,-112.147,3,Bryce Canyon National Park
Upheaval Dome via Crater View Trail,38.42634,-109.926,3,Canyonlands National Park
Aztec Butte Trail,38.3935,-109.8819,3,Canyonlands National Park
Grand Wash Trail via Northeast Trailhead,38.27825,-111.192,1,Capitol Reef National Park
Druid Arch Trail,38.14161,-109.8274,3,Canyonlands National Park
West Rim Trail to Lava Point,37.25896,-112.951,5,Zion National Park
"Angels Landing, West Rim, Telephone Loop ",37.2591,-112.9516,5,Zion National Park
Shafer Trail,38.52332,-109.6544,3,Canyonlands National Park
White Rim Overlook Trail,38.32272,-109.8495,1,Canyonlands National Park
Navajo Arch Trail,38.78287,-109.595,1,Arches National Park
Navajo Loop Trail to Peekaboo Loop,37.62326,-112.167,3,Bryce Canyon National Park
Delicate Arch Viewpoint Trail,38.73408,-109.5012,1,Arches National Park
Zion Grotto Trail,37.25184,-112.9563,1,Zion National Park
Bristlecone Loop Trail,37.47529,-112.2395,1,Bryce Canyon National Park
Pine Tree Arch Trail and Tunnel Arch Trail,38.78292,-109.5951,1,Arches National Park
Chimney Rock Loop Trail,38.31569,-111.303,3,Capitol Reef National Park
Bryce Point Trail,37.60419,-112.1567,1,Bryce Canyon National Park
Syncline Loop,38.42641,-109.9261,5,Canyonlands National Park
Broken Arch Trail,38.77321,-109.586,1,Arches National Park
Kolob Arch via La Verkin Creek Trail,37.45126,-113.1916,3,Zion National Park
The Subway Trail via Wildcat Canyon Trail,37.33963,-113.0754,5,Zion National Park
Northgate Peaks via Kolob Terrace,37.33999,-113.0756,3,Zion National Park
Cohab Canyon Trail,38.28268,-111.2462,3,Capitol Reef National Park
Bryce Canyon NP Scenic Drive,37.69256,-112.152,1,Bryce Canyon National Park
Navajo Knobs Trail,38.28876,-111.2276,5,Capitol Reef National Park
Kayenta Trail,37.25172,-112.9564,3,Zion National Park
Timber Creek Overlook Trail,37.43548,-113.2018,3,Zion National Park
Partition Arch Trail,38.78296,-109.5951,1,Arches National Park
Tower Arch Trail,38.79232,-109.6752,3,Arches National Park
Dark Angel,38.78294,-109.5951,3,Arches National Park
Wall Arch and Pine Tree Arch,38.78233,-109.595,1,Arches National Park
Court of the Patriarchs Viewpoint Trail,37.23714,-112.96,1,Zion National Park
White Rim OHV Trail,38.52471,-109.9927,5,Canyonlands National Park
Skyline Arch Trail,38.77197,-109.5909,1,Arches National Park
Squaw Flat and Big Spring Canyon Loop,38.14348,-109.803,3,Canyonlands National Park
Goosenecks & Sunset Point,38.30747,-111.295,1,Capitol Reef National Park
Capitol Gorge Trail,38.20955,-111.1692,3,Capitol Reef National Park
Echo Canyon Trail,37.27067,-112.9397,3,Zion National Park
Sulphur Creek Route,38.31716,-111.3091,1,Capitol Reef National Park
Druid Arch and Chesler Park Trail,38.14184,-109.8269,3,Canyonlands National Park
Tunnel Arch Trail,38.78303,-109.5951,1,Arches National Park
"Lower, Mid, and Upper Inspiration Points",37.61496,-112.1707,1,Bryce Canyon National Park
Slickrock Foot Trail,38.177,-109.8145,3,Canyonlands National Park
Bryce Transverse using Park Shuttle,37.60429,-112.1567,3,Bryce Canyon National Park
Murphy Point Trail,38.35504,-109.863,1,Canyonlands National Park
Shelf Canyon Trail,37.21483,-112.939,3,Zion National Park
Gooseberry Trail,38.32284,-109.8495,5,Canyonlands National Park
Joint Trail,38.10857,-109.8714,3,Canyonlands National Park
Lathrop Canyon Trail,38.43366,-109.8269,5,Canyonlands National Park
Whale Rock Trail,38.42663,-109.9139,1,Canyonlands National Park
Inspiration to Queens Garden using Park Shuttle,37.6162,-112.1704,3,Bryce Canyon National Park
Rim Overlook Trail,38.28879,-111.2276,5,Capitol Reef National Park
East Rim Trail from Big Bend,37.27093,-112.9384,3,Zion National Park
Under the Rim Trail,37.47519,-112.24,5,Bryce Canyon National Park
Private Arch Trail,38.78296,-109.5951,3,Arches National Park
Kolob Canyon Scenic Drive,37.45442,-113.227,1,Zion National Park
Horseshoe Canyon Trail,38.47355,-110.2004,5,Canyonlands National Park
Capitol Reef Scenic Drive,38.29077,-111.2614,1,Capitol Reef National Park
Sand Bench Trail,37.25103,-112.9575,3,Zion National Park
Shafer Trail,38.47124,-109.8112,3,Canyonlands National Park
Riggs Spring Loop Trail,37.47533,-112.2402,5,Bryce Canyon National Park
Green River Great Overlook,38.37962,-109.8881,1,Canyonlands National Park
Cathedral Valley OHV Loop Tour,38.27504,-111.0804,3,Capitol Reef National Park
Fiery Furnace Viewpoint,38.74248,-109.5658,1,Arches National Park
Cable Mountain Trail,37.2679,-112.8971,3,Zion National Park
Capitol Gorge to Tanks Trail,38.20961,-111.1691,1,Capitol Reef National Park
Tapestry Arch,38.77438,-109.586,1,Arches National Park
Neck Spring Trail,38.4523,-109.8204,3,Canyonlands National Park
Hop Valley and Kolob Arch Trail,37.3407,-113.113,3,Zion National Park
Gifford Canyon Trail,37.2132,-112.9405,3,Zion National Park
Golden Throne Trail,38.20961,-111.169,3,Capitol Reef National Park
West Rim Trail (Top-Down),37.3815,-113.0229,5,Zion National Park
"Peekaboo Loop, Wall Street, and Rim Trails",37.60337,-112.156,5,Bryce Canyon National Park
Fremont River Trail,38.28511,-111.2463,3,Capitol Reef National Park
Confluence Overlook Trail,38.17818,-109.8172,3,Canyonlands National Park
Yovimpa Point,37.47436,-112.2403,1,Bryce Canyon National Park
East Rim and East Mesa to Observation Point [CLOSED],37.27093,-112.9384,5,Zion National Park
Lady Mountain Trail,37.25205,-112.9561,5,Zion National Park
Deertrap Mountain Trail,37.26769,-112.8994,5,Zion National Park
Maze Overlook Trail,38.23333,-110.0034,3,Canyonlands National Park
Zion Traverse: Lee Pass to East Rim Trailhead,37.45118,-113.191,5,Zion National Park
